Level	Date and Time	Source	Event ID	Task Category
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.80.102
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.157.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.157.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.234.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.234.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.551
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.3.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.3.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.9.4
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.9.4
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.128.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.128.102
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.128.102
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.128.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.250.108
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.250.108
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.156.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.156.105
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.156.105
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.156.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.76.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.76.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.550
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.76.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.76.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.549
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.142.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.549
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.142.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.549
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.229.255
SourceHostname: -
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.229.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.549
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.229.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 138
SourcePortName: netbios-dgm
DestinationIsIpv6: false
DestinationIp: 192.168.229.255
DestinationHostname: -
DestinationPort: 138
DestinationPortName: netbios-dgm"
Information	25/06/2022 21:03:02	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:03:02.437
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.1.5
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 13.69.239.72
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:03:00	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:59.523
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.229.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.229.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:03:00	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:59.523
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.229.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.229.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:57	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:56.456
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.142.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:57	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:56.456
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.142.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:55	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
RuleName: C:\Users
UtcTime: 2022-06-25 18:02:55.866
ProcessGuid: {df655c70-4dcb-62b7-b802-000000005201}
ProcessId: 19804
Image: C:\Users\chrsm\AppData\Local\Microsoft\Teams\Update.exe
User: LAPTOP-ROPR18AK\chrsm"
Information	25/06/2022 21:02:54	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:53.389
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.76.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.76.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:54	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:53.389
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.76.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.76.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:51	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:50.334
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.156.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.156.105
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:51	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:50.333
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.156.105
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.156.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:48	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:47.273
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.250.108
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:48	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:47.273
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.250.108
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:45.193
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.1.5
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 20.190.159.22
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:45	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:44.208
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 192.168.128.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.128.102
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:45	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:44.208
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 192.168.128.102
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 192.168.128.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:42	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:41.161
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.9.4
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:42	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:41.161
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.9.4
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:39	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:38.118
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.3.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:39	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:38.117
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.3.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:36	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:35.071
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 169.254.255.255
SourceHostname: -
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.234.2
DestinationHostname: LAPTOP-ROPR18AK
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:36	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
RuleName: Sysmon_Event_3(NetworkConnect)
UtcTime: 2022-06-25 18:02:35.071
ProcessGuid: {df655c70-4174-62b7-eb03-000000000000}
ProcessId: 4
Image: System
User: NT AUTHORITY\SYSTEM
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 169.254.234.2
SourceHostname: LAPTOP-ROPR18AK
SourcePort: 137
SourcePortName: netbios-ns
DestinationIsIpv6: false
DestinationIp: 169.254.255.255
DestinationHostname: -
DestinationPort: 137
DestinationPortName: netbios-ns"
Information	25/06/2022 21:02:33	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
RuleName: C:\ProgramData
UtcTime: 2022-06-25 18:02:33.031
ProcessGuid: {df655c70-4db8-62b7-8802-000000005201}
ProcessId: 12008
Image: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2203.5-0\MpCmdRun.exe
User: NT AUTHORITY\SYSTEM"
